iter: 42000
o1, s2_1, 1.774848547109906384671581886
o1, s2_2, 1.918668424462455073869840733
o1, s2_3, -0.4115721771154343083605617097
o1, s2_4, 1.698890334887503236633130097
o1, s2_5, -0.4317960180113603797954965696
o1, s2_6, 1.585946484109894971913335604
o1, s2_7, 1.532677552414291863719673991
o1, s2_8, 1.516902912248645282204130122
o1, s2_9, -0.4411397275036588000305215233
o1, s2_10, 1.659869980145938547093504817
o1, s2_11, 1.628848720085235578532263287
o1, s2_12, 1.535079711759815767589854650
o1, s2_13, 1.705301087369767387167980215
o1, s2_14, 1.961443471310979832187371866
o1, s2_15, 1.853583645673199828489659154
o1, s2_16, 1.928372992405850385671189413
o1, s2_17, 1.816920820779027490334707334
o1, s2_18, 2.003479902647252827793137767
o1, s2_19, 1.830476483409582729697627529
o1, s2_20, -0.3923958741328881357418053616
o1, s2_21, 1.971059949264304323345988468
o1, s2_22, 1.539620209873726024103323637
o1, s2_23, 1.619990654953362652259615413
o1, s2_24, -0.4096676793486784304035566705
o1, s2_25, 1.328674643942777560380831014
o1, s2_26, 1.960381918998940977605021332
o1, s2_27, 1.601609975088905876584788114
o1, s2_28, 1.975637371002780421299495115
o1, s2_29, 1.553299077018175187657088516
o1, s2_30, 1.354400977772167038412163553
s2_1, bias, -0.3630236839235398125709734327
s2_1, e1_1, 0.1267364886919041109208861153
s2_1, e1_2, 0.1078472704783041110628384812
s2_1, e1_3, 0.1376985356166723192861532432
s2_1, e1_4, 0.2024709204944985057975321842
s2_1, e1_5, -0.009879781903213271056183523436
s2_1, e1_6, 0.1672694743260619908501525183
s2_1, e1_7, 0.1951331351095251034525424023
s2_1, e1_8, -0.1861229772621841419422107305
s2_1, e1_9, 0.004508441733663014093332463309
s2_1, e1_10, 0.1420061270271131020788164197
s2_1, e1_11, 0.1707520413830778751015083407
s2_1, e1_12, 0.1944479754760145385093048725
s2_1, e1_13, 0.1754346254873276685204978239
s2_1, e1_14, -0.5134004548886118987095627107
s2_1, e1_15, 0.1891265808295708573257301597
s2_1, e1_16, 0.06174076980285619082565280008
s2_1, e1_17, 0.2330602058682067323890120946
s2_1, e1_18, -0.1767586800187861269614338283
s2_1, e1_19, -0.4282042784330704215786638136
s2_1, e1_20, 0.1903381238237458199297084897
s2_1, e1_21, 0.1759437219709423982674343894
s2_1, e1_22, 0.1623797487027389477844874553
s2_1, e1_23, -0.2440777286212653228052938062
s2_1, e1_24, 0.2241041683260507654424880137
s2_1, e1_25, 0.1538703095568235151769944839
s2_1, e1_26, 0.1248439782827064047281731584
